sentence,label,length
system capability provide knowledge references,0,5
system capability patient education library,0,5
system capability customize handouts print email,0,6
system capability immunization registry function,0,5
system capability capture store risk factors new patient,0,8
system capability capture store social history elements,0,7
system capability prompt clinicians provide appropriate patient counseling eg counsel patients behavior following treatment plans taking medications,0,17
system capability prompt provider inform parent child immunization information shared registry integrated decision support,0,14
system capability record progress notes utilizing combination system default provider customizable providerdefined templates,0,13
system capability automatically update sections record data entered progress note,0,10
system capability enter performed planned procedures progress note template encounter,0,10
system capability link progress note diagnosis problem number,0,8
system capability automatically capture electronic signature title person entering data date time stamp transaction,1,14
system capability view progress notes chronological reverse chronological order encounter date relation active care plan,0,15
system capability applies security controls progress notes ensure date cannot deleted altered except within current session authorized user,1,18
system capability include medical terminology dictionary within progress notes data entry module,0,12
system capability include spell checker within progress notes data entry module,0,11
system capability support automatic collection data elements defined associated clinical practice guideline order,0,13
system capability provide problem status shown problem,0,7
system capability separate active inactive problems,0,6
system capability allows clinicians identify record new patient problems well current status existing problems,0,14
system capability update active problem list relevant data progress note,0,10
system capability create review edit information regarding change status problem include limited date change first noticed diagnosed,0,17
system capability automatically update diagnosis problem lists capture new piece patient data module,0,13
system capability automatically link problems order results,0,7
system capability automatically update problem summary using new clinical information,0,10
system capability allowing display past interventions review option provider,0,9
system capability allowing display past hospitalizations diagnostic procedures past therapies review option provider,0,13
system capability automatically update problem summary lists upon detecting changes made mutlidisciplinary guidelines,0,13
system capability allow users overriding parts system provided guideline protocol prompt user indicate reason override,1,15
system capability import create information desired single multidisciplinary long short term goals objectives accompanied care plan,0,16
system capability review edit information proposed set single multidisciplinary care plan options based upon expected outcomes,0,16
system capability use existing documentation templates,0,6
system capability integrate patient forms electronic capture patients signature,0,9
system capability view assigned patients utilization trends oncall schedules dashboard,0,10
system capability users create preferred display formats,0,7
system capability display print care plan patient nurse physician treatment type,0,11
system solution nursing physician shift handoff integrates documentation results progress notes along workflow sign efficiently safely hand patients next shift,0,20
system capability communication identify clinical teams possibly possibly individual physicians team residents possibly possibly attending needed team individual physician contacted covering physician,0,22
system capability auto translate based documentation entered prompt additional supporting documentation prompt pertinent documentation eg present admission optimal medical records coding,0,21
system capability provide computer aided coding staff forms templates completed,0,10
system capability accept scanned documents convert template used medical professionals,0,10
system capability userdefined patient flow sheets,0,6
system capability download branching logic charting methods,0,7
system capability provide detailed outcome reporting analyze determine best practice,0,10
system capacity enterprise clinical viewer viewing clinical results eg pediatric growth charts visit lists others,0,15
system capability clinical views order sets ie care venues inpatient ambulatory specialty treatment plan,0,14
system capability view patient charts including result flowsheets clinical notes patient information demographics problem lists pediatric growth charts visit lists,0,20
system capability allow creation nursing orders physician orders order sets,0,10
system process flow laboratory orders radiology orders therapy orders pharmacy orders,0,11
system capability address duplicate order checking,0,6
system capability provide order status updates processing order,0,8
system capability handle order communication within integrated modules rad lab rx along communication potential interfaced modules,0,16
system capability âwrite rulesâ order entry conditions users across unified database including lab radiology angio respiratory etc,0,17
system capability exam protocols,0,4
system capability automatically notify caregivers critical value detected document acknowledged receipt notification well date time,0,15
system capability create fillin efax customized order forms,0,8
system capability accept orders multiple locations,0,6
system capability accept override cancel order,0,6
system capability detect duplicate orders issuing visual auditory warnings,0,9
system capability download treatment clock,0,5
system capability user create manage care plans,0,7
system capability override warning entering justification override,0,7
system capability supplement standard order sets additional information,0,8
system capability allow entry multiple orders requests services one order session without reentry basic information,0,15
system capability notify multiple departments single order required equipment support transmitted,0,11
system capability support inclusion kardextype information,0,6
system capability modify care plan interventions based newly assigned caregiver medical orders new diagnosis,0,14
system capability document reason verbal order,0,6
system capability automatically notify providers outstanding verbal orders needing signature,0,10
system capability flag unsigned orders,0,5
system capability periodically remind provider unsigned orders,0,7
system capability automatic prenotification ordering clinicians order stop,0,8
system capability automatic escalation notification acknowledged prior stop time,0,9
system capability enter order one occurrence specify number occurrences possibly possibly dates times intervals occurrences,0,15
system capability integrated results automatic notification single location view results,0,10
system capability cause alert performing department stat orders process immediately,0,10
system capability automatic escalation abnormal alerts acknowledged,0,7
system capability allow medications ordered brand generic names,0,8
system capability conditional orders activated based satisfaction conditions,0,8
system capability capture orders using predefine orders sets sliding scale orders,0,11
system capability generate relevant requisition numbers registration numbers etc enable closedloop tracking relevant source system,0,15
system capability require orders digitally signed date time stamped completion order,0,11
system capability assign display order number active hold pending orders,0,10
system capability require justification overriding changing canceling order prior allowed continue,0,11
system capability enable selected orders recurring orders,0,7
system capability look contact information providers departments pharmacies entities,0,9
system capability automatically cancel active orders following discharge,0,8
system capability automatically generate notification cancellation appropriate departments,0,8
system capability change order priority order entry verification prompt reason,0,10
system capability provide online inquiry display selected patient orders,0,9
system capability support suspension orders upon transfer selective reactivation countersignature receiving medical care provider,0,14
system capability support countersignature order written discontinued medical student unauthorized consultant activation held pending countersignature,0,15
system capability enter orders preadmission preregistration patients including ability define activation date order bill future encounter,0,16
system capability flag orders compliance medical necessity defined entity facility department,0,11
system capability customize prenotification lead time,0,6
system capability provide automatic notification integrated results,0,7
system capability provide visual user alerts form poups color codes etc point data entry displaying information screen,0,17
system capability event order made incorrect patient order could moved correct patient,0,12
system capability require medium high severity alerts due medication counter indications approved pharmacist,0,13
system capability incorporate institution defined rules order entry function,0,9
system capability support special needs order entry emergency operating room,0,10
system ability incorporate charging workload methodology order entry,0,8
system ability display critical relevant data creating orders,0,8
eg ct exam bun creatinine liver enzymes,0,7
system ability enter multiple orders time without need reselect pt list reenter pt id information,0,15
system capability create algorithm charts common situations procedures,0,8
system capability provide alerts reminders based predefined clinical guidelines,0,9
system capability decision support capabilities alerts identify reason alert relevant trigger data severity risk integrated decision support,0,17
system capability queue notification consultation needed consultant notify user consult completion including consult note,0,14
system capability track report number consultations requested number performed per physician,0,11
system capability withhold encounter closed without certain data fields completed,0,10
system capability differentiate result notes types visit notes,0,8
system capability provide systemwide quality reporting physician specific performance feedback,0,10
system configurable protocols alerts disease entity,0,6
system capability capture data reports available meet national patient safety goals,0,11
specific concern patient safety goals address infection control eg central line infections surgical site infections,0,15
system ability flag identify patients meet criteria clinical studies,0,9
system ability integrate order sets pathways regulatory core measure criteria prompts provider usual practices expectations method documenting deviation usual expected practice,0,21
system capability view lab results pharmacy order process flow,0,9
system capability address verification order pharmacist well address duplicate therapy checking drug drug interaction checking drug allergy checking drug food interaction checking,0,22
system capability address soft hard stop orders defined lac dhs policies procedures,0,12
system capability address chart lock functionality medication orderings000 lacountyehr_requirements parsedjson_329â iv admixture compatibility000 lacountyehr_requirements parsedjson_330o scoping frequencies nursing unit000 lacountyehr_requirements parsedjson_331o contraindication checking000 lacountyehr_requirements parsedjson_332â print outs patient information form leaflets000 lacountyehr_requirements parsedjson_333â capability enter free text medications000 lacountyehr_requirements parsedjson_334â capability modify medication order original order modified including new parameters applied new signature applied order000 lacountyehr_requirements parsedjson_335o tpn000 lacountyehr_requirements parsedjson_336o multiingredient iv ordering order catalog part emar000 lacountyehr_requirements parsedjson_337o virtual views000 lacountyehr_requirements parsedjson_338o rx masks000 lacountyehr_requirements parsedjson_339o rx synonyms000 lacountyehr_requirements parsedjson_340o order entry formats000 lacountyehr_requirements parsedjson_341â creation online mar iv documentation000 lacountyehr_requirements parsedjson_342â charge order administration000 lacountyehr_requirements parsedjson_343â documentation online mar000 lacountyehr_requirements parsedjson_344o iv charting000 lacountyehr_requirements parsedjson_345o iv rate000 lacountyehr_requirements parsedjson_346o infuse calculations000 lacountyehr_requirements parsedjson_347â capability view discharge meds profile well inpatient meds profile000 lacountyehr_requirements parsedjson_348o sliding scale ordering000 lacountyehr_requirements parsedjson_349o weight based dosing000 lacountyehr_requirements parsedjson_350o rx order sentences000 lacountyehr_requirements parsedjson_351o medication orders000 lacountyehr_requirements parsedjson_352o physician cosign medications000 lacountyehr_requirements parsedjson_353â capability handle medical student orders new orders000 lacountyehr_requirements parsedjson_354the system capability address pharmacy clinical documentation000 lacountyehr_requirements parsedjson_355the system capability address,0,170
â pharmacy reference data including dispense categories,0,7
â dosage forms,0,3
â frequencies,0,2
â label comments,0,3
â order alerts,0,3
â price schedules,0,3
â reason codes,0,3
â routes administration,0,3
â units measure,0,3
system capability address departmental orders inpatient medications,0,7
system capability support predefined defaults order details,0,7
system capability address formulary items,0,5
system capability address pharmacy label formats,0,6
system capability support standard iv label standard medication label standard self med pass med label standard oral syringe label standard outpatient label,0,22
system capability address medication administration processing,0,6
system capability providing following reports000 lacountyehr_requirements parsedjson_372â standard profile pharmacy medication000 lacountyehr_requirements parsedjson_373â standard stop order report000 lacountyehr_requirements parsedjson_374â standard worklist report000 lacountyehr_requirements parsedjson_375â standard checklist report000 lacountyehr_requirements parsedjson_376â drug inquiry000 lacountyehr_requirements parsedjson_377â special status inquiry nonformulary meds000 lacountyehr_requirements parsedjson_378â order action workload site location000 lacountyehr_requirements parsedjson_379â order action workload site user000 lacountyehr_requirements parsedjson_380â dispense categories workload site user000 lacountyehr_requirements parsedjson_381â dispense categories workload site location000 lacountyehr_requirements parsedjson_382â pharmacy billing journal000 lacountyehr_requirements parsedjson_383â drug utilization report000 lacountyehr_requirements parsedjson_384â formulary analysis000 lacountyehr_requirements parsedjson_385â interaction alert views000 lacountyehr_requirements parsedjson_386â order action analysis000 lacountyehr_requirements parsedjson_387â order dispense analysis000 lacountyehr_requirements parsedjson_388â product dispense analysis,0,100
system capability utilize pharmacy industry standardized databases include000 lacountyehr_requirements parsedjson_390â basic drug information000 lacountyehr_requirements parsedjson_391â drugdrug interactions000 lacountyehr_requirements parsedjson_392â drugfood interactions000 lacountyehr_requirements parsedjson_393â drug allergy allergic crossreactivity checks000 lacountyehr_requirements parsedjson_394â therapeutic duplication000 lacountyehr_requirements parsedjson_395â pharmacology side effects toxicities000 lacountyehr_requirements parsedjson_396â warnings000 lacountyehr_requirements parsedjson_397â pregnancy hazards000 lacountyehr_requirements parsedjson_398â lactation hazards000 lacountyehr_requirements parsedjson_399â therapeutic categorization000 lacountyehr_requirements parsedjson_400â consumer drug education english spanish000 lacountyehr_requirements parsedjson_401â warning labels brand generic name000 lacountyehr_requirements parsedjson_402â formulations000 lacountyehr_requirements parsedjson_403â routes000 lacountyehr_requirements parsedjson_404â orange book codes000 lacountyehr_requirements parsedjson_405â awp drug pricing000 lacountyehr_requirements parsedjson_406â pediatric adult order sentences content000 lacountyehr_requirements parsedjson_407â doserange checking content based patient parameters age and000 lacountyehr_requirements parsedjson_408weight,0,102
system capability address dose range checking including alerts presented pharmacy users order entry ensure medication order doses within safe effective ranges doserange checking age weight specific checking performed medication prn intermittent orders single doses daily doses length therapy orderbyorder basis,0,40
system capability support decision support rules pharmacy orders including000 lacountyehr_requirements parsedjson_411â validating data height weight allergy fields000 lacountyehr_requirements parsedjson_412â standard iv po switch recommend switch expensive iv medication cost effective oral equivalent000 lacountyehr_requirements parsedjson_413â standard iv po wbc switch recommends switch expensive iv medication cost effective oral equivalent white blood cells falls within normal ranges000 lacountyehr_requirements parsedjson_414â ordering renally excreted nephrotoxic medication patient recent creatinine result indicates impaired renal function dosage adjustment recommended000 lacountyehr_requirements parsedjson_415â alert evokes renally excreted drug ordered,0,81
system capability address need electronic medication administration record emar,0,9
system capability provide list description fields drug record formulary file,0,10
system capability alert user drug drug interaction food drug interaction drug disease interaction drug allergy interaction,0,16
system capability provides user ability add possibly possibly edit interaction alerts,0,11
system capability provides user ability delete interaction alerts drug drug basis,0,11
system capability capture true allergies reactions allergies differently drug intolerances discrete data,0,12
system capability prenotification occurrence prior order stop time,0,8
system capability automatic notification customized abnormal alerts,0,7
system capability record manage report patient allergies,0,7
system capability medication therapy monitoring,0,5
system capability order entry form one screen including unit dose iv,0,11
system capability order verification technician order entry,0,7
system capability identify floor stock items patient care units pyxis items,0,11
system capability reschedule suspend discontinue iv orders,0,7
system capability build tapering doses,0,5
system capability lock orders restricted specific groups physicians services alerts defined user,1,12
system capability automatically stop possibly possibly hold order,0,8
system capability generate cart exchange fill list iv picking iv fill list,0,12
system capability provide online drug information,0,6
system capability controlled substance tracking,0,5
system capability drug utilization reporting,0,5
system capability add possibly possibly edit medications,0,7
system capability add drips,0,4
system capability add possibly possibly edit hemodynamic data elements,0,9
system capability view demand patients current active medications,0,8
system capability dose age range checking,0,6
system capability generate patient medication profile decentralized clinical pharmacist,0,9
system capability implement userdefined drug restrictions,0,6
system capability user administrative level add new vaccine products antigens systems immunization tracking data base,0,15
system capability record date time known vaccine reaction allergic occurrence display alert user orders subsequent vaccine type,0,17
system capability display alert user orders subsequent vaccine type recorded vaccine reaction allergic occurrence,0,14
system capability present structured allergy information support medication ordering process,0,10
system capability automatically alert receive response back provider missing data required compute dose eg dose type,0,16
system capability automatically alert receive response back provider invalid data required compute dose eg dose type,0,16
system capability alert user maximum individual daily dose would exceeded,0,10
system capability capture display approximate date time allergy occurrence well capturing allergy symptoms eg rash fever chills,0,17
system capability capture food environmental allergies discrete data,0,8
system capability provide tool facilitate reconciliation patients medications past present across continuum care,0,13
system capability allow automatic addition medications based orders prescriptions,0,9
system capability reminders clarify similar medications active list,0,8
system capability view patient immunization list,0,6
system capability display med list ongoing vs onetime medications,0,9
system capability easy closedloop medication refill process allows nurse get online approval physicians,0,13
system capability calculation common medication dosages weight,0,7
system capability dose range checking established ranges weight age conditions,0,10
system capability seamless integration mar paper online,0,7
system capability alert user lookalike sound alike drugs,0,8
system capability automatic volume calculations flow rates compounding information,0,9
system capability interface bar code medication administration system,0,8
system capability interface automated dispensing cabinet,0,6
system capability generate 3d 2d barcoding labels recodes forms mars,0,10
system capability online pharmacy intervention adr ade documentation,0,8
system capability reverse modify resubmit prescription refill claims online,0,9
system capability critical care solution support iv drip conversions within flow sheet view,0,13
system capability graph titrated iv drips blood pressure heart rate,0,10
system capability document patient problems medications medication reconciliation allergies adrs ehr provides ability manage listtypes,0,15
system capability review patient problems medications medication reconciliation allergies adrs ehr provides ability manage listtypes,0,15
system capability update patient problems medications medication reconciliation allergies adrs ehr provides ability manage listtypes,0,15
system capability eprescribing capability document store physician patient info sig,0,10
system capability medication module access national drug classification ndc database,0,10
system capability use document effectiveness ineffectiveness medication form comments notes using qualitative quantitative scale,0,14
system capability storing repeat prescription information,0,6
system capability user retrieve prescription order information previously entered system,0,10
system capability medication management ordering acknowledging order pharmacy review filling medication documentation admission,0,13
system capability drug monographs,0,4
system capability support ivr process retail pharmacy solution,0,8
system capability support written prescription image capture retail pharmacy solution,0,10
system capability support interfaces pharmacy automation retail pharmacy solution,0,9
system capability define printer routing printing missing doses mar,0,9
system capability monitor adverse drug reaction,0,6
system capability batch refill,0,4
system capability return stock processing,0,5
system capability support refills processed central location,0,7
system capability import inpatient medication profile medication reconciliation,0,8
system capability review inpatient medication profile medication reconciliation,0,8
system capability support inventory control retail pharmacy,0,7
system capability support electronic signature retail pharmacy,0,7
system ability maintain enterprise wide formulary process distribute formulary across enterprise,0,11
system ability determine cost per administration drug purchase drug increment,0,10
system ability receive patient medication information external source,0,8
system capability alert needed liver enzymes patient total dosage reaches certain level,0,12
system capability document item date time person references next review date,0,11
system capability ability review scanned prescriptions,0,6
system capability perform manage medication reconciliation including medication prescription ordering administration reconciliation use bar codeenabled medication dispense,0,17
system capability perform medication reconciliation listing active inactive prescriptions,0,9
system ability indicate order still pending completed transfer moved completed specific time frame eg antibiotic ordered pending pharmacy delivery patient moves ed icu delivered,0,24
system capability technical modules chart clinical laboratory data,0,8
system ability handle results profiled items eg wbc rbc hgb hct recognize grouped item also individual component,0,17
system capability address unique results microorganisms related antibiograms,0,8
system capability handle reflexive testing,0,5
example reflexive testing confirmatory test automatically ordered screening test positive,1,10
system capability handle enable user result wbc cell differential,0,9
system ability archive patients results retrieve return facility,0,8
system ability handle point care testing entry display results patients mar eg sliding scale insulin,0,15
system capability handle planned orders future orders including prevent redundant testing different ordering clinics,0,14
system capability generate specimen labels customize label,0,7
system capability purge archive lab orders,0,6
system method positive identification patients prior phlebotomy point care testing,0,10
system ability document specimen collection information,0,6
system ability integrate specimen tracking offsite clinics health centers,0,9
system capability clinician document review results,0,6
system supports process handling critical lab values,0,7
system capability building manual automated tests reports qa setting critical values delta checks,0,13
system ability define delta checks differential checks others parameters meet specific defined population,0,13
system ability bidirectional interface instruments,0,5
system ability create rules specific tests alert routing testing personnel additional testing confirmation abnormal results,0,15
system ability build reports customized queried,0,6
system ability export reports ascidia comma delimited txt hl7,0,9
system ability authorize nonlab personnel access specified lab reports,0,9
system ability capture user entry source fixatives tissues submitted,0,9
system ability document date time collection,0,6
system ability generate specimen labels multiple labels needed,0,8
information includes patient demographics type specimen date time collected order comments readable format codes,0,14
system capability capture barcode patient demographics specimen collect date time,0,10
system capability capture specimens received using barcode scanner,0,8
system ability print cassette slides mrun spec,0,7
system ability add document additional testing ie histological special stains immunohistochemical staining markers,0,13
system ability format reports,0,4
system ability allow restrict nonpathologist view results based order specimen status eg prelim final,0,14
system ability document notification clinician abnormal results,0,7
system ability select allow privileges based position eg resident attending dept head etc,1,13
system ability create addendum report,0,5
system ability electronically sign single possibly possibly multiple signatures single report,0,11
system ability pathologist view reports pending signature reports,0,8
system ability pathologist assign pathologists sign place,0,7
system ability create management technical reports qa qi workflow etc,0,10
system capability enable user pull resulted anatomical reports based attending resident diagnosis,0,12
system ability track turnaround times defined group physicians,0,8
system capability generate backreports view patient current ap order,0,9
system capability user associate laboratory orders charge code,0,8
system ability create accounts outside consultation,0,6
system ability store cellular images attached case viewable clinicians,0,9
system capability test results linked crossreferenced associated clinical reports correlation studies ie anatomical pathology reports cytotogy results,0,17
system capability utilize standard coding anatomical pathology,0,7
system ability integrate body part diagrams anatomical pathology reports,0,9
system ability report external agencies eg cancer registry,0,8
system process linking local organism codes snomed loinc codes,0,9
system capability read back verify critical labs,0,7
system ability order panels labs eg sepsis panel trauma panel,0,10
system capability automate manage processes radiology processes including scheduling radiology orders film management exam management transcription result processes,0,18
system capability address radiology reference data including following modules cat scan ultrasound nuclear medicine general radiology mammography cardiology mri,0,19
system capability support cancel notices transcription delineation âreason examâ patient packets include consent labels flash cards film folder labels transport notice requisition,0,22
system capability support online technical comments include ability technologist document technical factors,0,12
system capability support medication adverse reaction tracking including reactions medications may happen radiology exam contract media documented well common allergy application,0,21
system capability support medications documented radiology management display mar available interaction checking,0,12
system capability provide following reports000 lacountyehr_requirements parsedjson_562â actual tat log000 lacountyehr_requirements parsedjson_563â detail level activity report000 lacountyehr_requirements parsedjson_564â exam activity report000 lacountyehr_requirements parsedjson_565â order activity report000 lacountyehr_requirements parsedjson_566â medication documentation000 lacountyehr_requirements parsedjson_567â repeat analysis report000 lacountyehr_requirements parsedjson_568â transcriptionist activity report,0,40
system capability support folder film management tracking simplify tracking films checked radiology service,0,13
system capability tracking release digital image files patients provided outside facility,0,11
system inquiry functions detecting missing folders delinquent loans addition tracking films sent radiology service outside sources foreign films,0,18
system capabilities documenting radiologists interpretations images either dication writing,0,9
system capability support rolespecific applications radiologists interpreting physicians access exam report clinical information create reports using templates electronically sign reports within radiology,0,22
system capability support mammography management integrated product option provides ability track manage mammography procedures ensure patient follow provide statistical outcome reporting,0,21
system ability support tracking following000 lacountyehr_requirements parsedjson_5761 tracking mammography screening diagnostic exams attachment acr birads coding please include system meets mwsa mammography quality standards act000 lacountyehr_requirements parsedjson_5772 patient letters mammography exams000 lacountyehr_requirements parsedjson_5783 patient notifications patient reminders000 lacountyehr_requirements parsedjson_5794 patient warnings physician survey000 lacountyehr_requirements parsedjson_5805 physician reminder physician warning,0,49
system ability generate following reports000 lacountyehr_requirements parsedjson_5821 patient history form breast diagram000 lacountyehr_requirements parsedjson_5832 standard management reports000 lacountyehr_requirements parsedjson_5843 summary report radiologist000 lacountyehr_requirements parsedjson_5854 outcome summary report000 lacountyehr_requirements parsedjson_5865 assessment recommendation patient age group000 lacountyehr_requirements parsedjson_5876 followup report000 lacountyehr_requirements parsedjson_5887 assignment statistical category based pathology information000 lacountyehr_requirements parsedjson_5898 reports radiology subsection,0,51
system ability support radiology departmental scheduling integrated option providing ability schedule appointments procedures performed radiology service,0,16
system ability support scheduling appointment types either specific appointment types equivalent orders generic appointment types,0,15
system capability limit scheduling view add modify possibly possibly database maintenance,1,11
system capability restrict scheduling based upon location patient provider,1,9
system capability view pacs images rad report,0,7
system handle orders multiple image types pacs system process image separately,0,11
system capability display radiologist work sign,0,6
system capability choose workflow tasks,0,5
system capability userdefined worklist,0,4
system capability messaging capability akin postit notes,0,7
system capability standardization normals across procedures including mammography,0,8
system capability managing tracking archiving films,0,6
system capability support breast imaging reporting data system atlas birads,0,10
system capability support birads categories 06,0,6
system capability reconcile radiology exam ris image information pacs mismatches,0,10
system capability dicom compliant images,0,5
system capability alerting radiology technician drug allergies eg contrast media allergies,0,11
system ability maintain radiation exposure per patient records alerts users ordering additional tests exposure levels exceeded,0,16
system process identifying various stages radiology reads including ed preliminary read radiology preliminary read final read including methods addressing discrepancy reads,0,21
system ability indicate patients queue triage prioritization method,0,8
system capability address000 lacountyehr_requirements parsedjson_6111 surgical procedures000 lacountyehr_requirements parsedjson_6122 surgical personnel000 lacountyehr_requirements parsedjson_6133 surgical inventory000 lacountyehr_requirements parsedjson_6144 items equipment000 lacountyehr_requirements parsedjson_6155 preference cards000 lacountyehr_requirements parsedjson_6166 pick lists000 lacountyehr_requirements parsedjson_6177 preference card comments000 lacountyehr_requirements parsedjson_6188 surgical charging000 lacountyehr_requirements parsedjson_6199 bill item price bill code association000 lacountyehr_requirements parsedjson_62010 anesthesiology required documentation,0,49
system capability support case logging including000 lacountyehr_requirements parsedjson_6221 documentation standard case information000 lacountyehr_requirements parsedjson_6232 scheduled case information defaults documentation000 lacountyehr_requirements parsedjson_6243 case times000 lacountyehr_requirements parsedjson_6254 case attendees000 lacountyehr_requirements parsedjson_6265 surgical procedures000 lacountyehr_requirements parsedjson_6276 delays000 lacountyehr_requirements parsedjson_6287 counts000 lacountyehr_requirements parsedjson_6298 prosthetic devices000 lacountyehr_requirements parsedjson_6309 additional user defined forms fields000 lacountyehr_requirements parsedjson_63110 preference cards including generic procedurebased preference cards000 lacountyehr_requirements parsedjson_63211 surgeonspecific preference cards000 lacountyehr_requirements parsedjson_63312 comprehensive preference cards including pick lists000 lacountyehr_requirements parsedjson_63413 documentation segments default values,0,76
system capability support000 lacountyehr_requirements parsedjson_6361 search preference card database based following criteria000 lacountyehr_requirements parsedjson_6372 procedure000 lacountyehr_requirements parsedjson_6383 surgeon000 lacountyehr_requirements parsedjson_6394 specialty000 lacountyehr_requirements parsedjson_6405 date created modified last used case000 lacountyehr_requirements parsedjson_6416 personnel created modified,0,34
system ability copy multiple preference cards simultaneously using copy wizard functionality,0,11
include capability upload existing preference card pick lists comments,0,9
system ability support case cart pick list management allows pick lists automatically generated scheduled cases procedures via batch operations,0,19
system ability provide reports following criteria000 lacountyehr_requirements parsedjson_6461 scheduled case analysis000 lacountyehr_requirements parsedjson_6472 scheduled procedure analysis000 lacountyehr_requirements parsedjson_6483 cancelled case analysis000 lacountyehr_requirements parsedjson_6494 completed case analysis000 lacountyehr_requirements parsedjson_6505 procedure volume analysis000 lacountyehr_requirements parsedjson_6516 procedure coding analysis000 lacountyehr_requirements parsedjson_6527 implant log analysis000 lacountyehr_requirements parsedjson_6538 delay reason analysis000 lacountyehr_requirements parsedjson_6549 case cost analysis000 lacountyehr_requirements parsedjson_65510 summary case cost analysis000 lacountyehr_requirements parsedjson_65611 attendee case analysis000 lacountyehr_requirements parsedjson_65712 attendee procedure analysis000 lacountyehr_requirements parsedjson_65813 ability save search criteria report format creation saved views000 lacountyehr_requirements parsedjson_65914 ability create adhoc reports000 lacountyehr_requirements parsedjson_66015 ability share reports saved views across users000 lacountyehr_requirements parsedjson_66116 stoplight rules highlighting exceptions000 lacountyehr_requirements parsedjson_66217 export report data microsoft excel,0,106
system ability support use standard utilization reports including000 lacountyehr_requirements parsedjson_6641 block utilization000 lacountyehr_requirements parsedjson_6652 surgeon utilization000 lacountyehr_requirements parsedjson_6663 specialty utilization000 lacountyehr_requirements parsedjson_6674 cases preference card report000 lacountyehr_requirements parsedjson_6685 cases surgeonspecific preference card report000 lacountyehr_requirements parsedjson_6696 critical item report000 lacountyehr_requirements parsedjson_6707 nonstock item report000 lacountyehr_requirements parsedjson_6718 cases charges report,0,48
system ability support intraoperative nursing documentation including formsbased nursing documentation postoperative case information,0,13
system ability support intraoperative nursing documentation including scheduled case information defaults nursing documentation allow documentation exception,0,16
system ability support intraoperative nursing documentation including predefined values default preference cards allow documentation exception,0,15
system ability support intraoperative nursing documentation including case pick list usage documentation exception,0,13
system ability support scheduling appointment book including000 lacountyehr_requirements parsedjson_6771 centralized decentralized scheduling000 lacountyehr_requirements parsedjson_6782 block scheduling utilizing flex rule block expiration logic000 lacountyehr_requirements parsedjson_6793 appointment shuffling000 lacountyehr_requirements parsedjson_6804 systemcalculated total case duration multiple procedure cases000 lacountyehr_requirements parsedjson_6815 procedure durations based surgeon procedure recent historical averages000 lacountyehr_requirements parsedjson_6826 automatic printing appointment notifications000 lacountyehr_requirements parsedjson_6837 public private scheduling comments000 lacountyehr_requirements parsedjson_6848 scheduling action comments000 lacountyehr_requirements parsedjson_6859 protocol scheduling protocols per facility000 lacountyehr_requirements parsedjson_68610 personnel conflict checking personnel resources000 lacountyehr_requirements parsedjson_68711 equipment instrumentation conflict checking across multiple surgical areas preference card pick list000 lacountyehr_requirements parsedjson_68812 surgeon privilege checking000 lacountyehr_requirements parsedjson_68913 scheduling guidelines popup dialog windows000 lacountyehr_requirements parsedjson_69014 total number blocks000 lacountyehr_requirements parsedjson_69115 total number appointment types,0,113
system ability support preoperative nursing documentation including000 lacountyehr_requirements parsedjson_6931 preadmission testing000 lacountyehr_requirements parsedjson_6942 formsbased nursing documentation preoperative case information000 lacountyehr_requirements parsedjson_6953 scheduled case information defaults nursing documentation allow documentation exception000 lacountyehr_requirements parsedjson_6964 predefined values default preference cards allow documentation exception000 lacountyehr_requirements parsedjson_6975 case pick list usage documentation exception,0,48
system ability support postoperative nursing documentation including000 lacountyehr_requirements parsedjson_6991 formsbased nursing documentation postoperative case information000 lacountyehr_requirements parsedjson_7002 scheduled case information defaults nursing documentation allow documentation exception000 lacountyehr_requirements parsedjson_7013 predefined values default preference cards allow documentation exception000 lacountyehr_requirements parsedjson_7024 case pick list usage documentation exception,0,44
system ability support bedside medical device interfaces includes identified bed interfaced bedside data storage device,0,15
system ability support physician inbox functionality including000 lacountyehr_requirements parsedjson_7051 notification000 lacountyehr_requirements parsedjson_7062 signing transcription000 lacountyehr_requirements parsedjson_7073 forwarding results000 lacountyehr_requirements parsedjson_7084 cosigning orders,0,22
system ability support notification forwarded items including items proxied individually selected users,0,12
group proxy functionality also available forwarded items,0,7
system ability support result notifications ordering provider,0,7
areas include results endorse within inbox notifications orders placed nonproviders physicians need cosigned approved,0,14
system capability scheduling operative rooms resources,0,6
system capability integrate hemodynamic monitors,0,5
system capability view prenatal record,0,5
system capability intrapartum postpartum interface,0,5
system capability support aspects preoperative care integrated electronic patient chart,0,10
system capability multibooking recurring patients,0,5
system ability interface data external anesthesiology system eg includes anesthesia start stop times asa scores,0,15
system ability provide user security surgeons anesthesiologist crna etc authorize possibly possibly restrict awaiting approvals med admin credentialing agencies,0,19
include ability gather reports based subdivisions surgery,0,7
system ability document surgery information 2 surgeries performed simultaneously patient,0,10
system ability export data file upload external site assumes given receiving systems format,0,13
system ability trend vital signs administration vasoactive agents,0,8
system ability bypass admitting screens enter emergency treatment upon arrival,0,10
system ability link autopopulate point care testing poct various relevant sections ehr,0,12
system ability icu component acquire data physiologic monitors,0,8
system ability icu component acquire data bedside monitors,0,8
system ability perform standard physiologic calculations,0,6
system ability calculate acuity scores,0,5
